"日/時","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","總和"
"14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"15","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"16","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"17","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","&","&","0.0","0.0","0.0","&","0.0","0.0","0.0","0.0"
"18","0.0","0.0","0.0","&","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","&","0.0","0.0","0.0","0.0","0.0","0.0"
"19","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"20","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"21","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"22","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"23","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"24","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","3.0","6.5","5.0","&","&","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5","15.0"
"25","0.0","0.0","0.0","2.5","0.0","0.5","5.5","0.5","0.0","0.0","0.5","0.0","3.5","1.0","2.5","1.0","0.5","0.5","0.5","0.0","0.5","0.0","0.0","0.0","19.5"
"26","0.0","0.0","0.0","0.0","0.0","0.5","2.0","3.0","4.5","3.5","8.5","2.0","0.0","0.0","1.0","2.0","7.0","1.5","0.5","0.0","0.0","0.0","0.0","0.0","36.0"
"27","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"28","0.0","0.5","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.5","0.5","0.5","0.0","0.0","0.0","0.0","0.5","1.0","1.0","2.0","7.5"
"29","1.0","6.5","8.5","5.0","5.5","4.5","3.5","2.0","0.5","0.0","4.0","6.0","14.5","10.5","4.0","6.0","3.0","0.5","0.5","0.0","0.0","0.5","0.0","0.5","87.0"
"30","1.5","0.5","0.5","1.0","0.0","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","&","&","&","&","&","&","&","&","&","4.0"
"31","&","&","&","&","&","&","&","&","&","&","&","&","X","0.5","0.0","0.5","0.0","0.0","0.0","0.5","0.0","0.0","0.0","0.0","1.5"
"總和","5.0","10.0","14.5","10.5","11.0","52.0","28.5","16.5","16.0","25.5","36.5","27.5","41.0","31.5","14.0","28.0","25.0","5.5","5.0","3.5","2.0","5.0","1.0","5.0","總和"
