"日/時","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","總和"
"20","0.5","0.0","0.5","0.0","0.0","0.0","0.0","0.0","0.5","0.0","0.0","0.0","0.0","1.5","0.5","0.5","4.0","0.5","0.0","0.5","0.0","0.0","0.0","0.5","9.5"
"21","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.5","0.5","0.5","0.5","0.0","0.0","0.0","0.0","4.5","1.0","0.5","0.5","0.5","0.5","0.0","0.0","0.0","10.0"
"22","0.0","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"23","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"24","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"25","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.0","2.0","0.5","0.0","0.0","5.5","25.0","39.5","13.5","8.0","5.5","6.5","2.5","1.5","0.0","8.0","12.0","130.5"
"26","6.0","4.0","8.5","5.5","2.0","0.0","0.0","0.5","0.0","1.5","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","28.5"
"27","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5","6.5","4.5","12.0"
"28","2.0","0.5","1.5","0.0","0.0","0.0","0.0","0.0","0.0","&","0.0","0.0","5.0","6.5","14.0","16.5","1.5","5.5","9.5","4.5","3.0","0.0","0.0","0.5","70.5"
"29","0.0","0.0","0.0","0.0","&","0.0","0.0","5.5","1.5","0.0","0.0","0.0","0.0","5.0","0.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.0"
"30","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","&","0.0"
"31","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0"
"總和","9.0","18.5","26.0","14.5","16.0","5.5","4.5","13.0","25.5","15.0","12.5","5.5","13.0","40.0","60.5","51.0","27.5","14.5","17.5","15.5","9.0","3.0","15.5","18.0","總和"
